customer_id,rfm_recency_all_time,rfm_frequency_all_time,rfm_monetary_all_time,tenure_all_time,rfm_recency_30d,rfm_frequency_30d,rfm_monetary_30d,tenure_30d,rfm_recency_60d,rfm_frequency_60d,rfm_monetary_60d,tenure_60d,rfm_recency_90d,rfm_frequency_90d,rfm_monetary_90d,tenure_90d,slope_amount,slope_days_since_previous_transaction,slope_days_until_next_transaction,slope_customer_transaction_order,slope_days_since_first_transaction,min_amount,mean_amount,mode_amount,max_amount,q1_amount,q5_amount,q10_amount,q20_amount,q30_amount,q40_amount,q50_amount,q60_amount,q70_amount,q80_amount,q90_amount,q95_amount,q99_amount,min_days_since_previous_transaction,mean_days_since_previous_transaction,mode_days_since_previous_transaction,max_days_since_previous_transaction,q1_days_since_previous_transaction,q5_days_since_previous_transaction,q10_days_since_previous_transaction,q20_days_since_previous_transaction,q30_days_since_previous_transaction,q40_days_since_previous_transaction,q50_days_since_previous_transaction,q60_days_since_previous_transaction,q70_days_since_previous_transaction,q80_days_since_previous_transaction,q90_days_since_previous_transaction,q95_days_since_previous_transaction,q99_days_since_previous_transaction,min_days_until_next_transaction,mean_days_until_next_transaction,mode_days_until_next_transaction,max_days_until_next_transaction,q1_days_until_next_transaction,q5_days_until_next_transaction,q10_days_until_next_transaction,q20_days_until_next_transaction,q30_days_until_next_transaction,q40_days_until_next_transaction,q50_days_until_next_transaction,q60_days_until_next_transaction,q70_days_until_next_transaction,q80_days_until_next_transaction,q90_days_until_next_transaction,q95_days_until_next_transaction,q99_days_until_next_transaction,min_customer_transaction_order,mean_customer_transaction_order,mode_customer_transaction_order,max_customer_transaction_order,q1_customer_transaction_order,q5_customer_transaction_order,q10_customer_transaction_order,q20_customer_transaction_order,q30_customer_transaction_order,q40_customer_transaction_order,q50_customer_transaction_order,q60_customer_transaction_order,q70_customer_transaction_order,q80_customer_transaction_order,q90_customer_transaction_order,q95_customer_transaction_order,q99_customer_transaction_order,min_days_since_first_transaction,mean_days_since_first_transaction,mode_days_since_first_transaction,max_days_since_first_transaction,q1_days_since_first_transaction,q5_days_since_first_transaction,q10_days_since_first_transaction,q20_days_since_first_transaction,q30_days_since_first_transaction,q40_days_since_first_transaction,q50_days_since_first_transaction,q60_days_since_first_transaction,q70_days_since_first_transaction,q80_days_since_first_transaction,q90_days_since_first_transaction,q95_days_since_first_transaction,q99_days_since_first_transaction,E,T,period_total_amount,period_transaction_count,period_tenure_days,is_churn_30_days
C01600,18.0,3.0,130.01,106.0,48.0,2.0,58.78,76.0,124.0,1.0,35.67,0.0,124.0,1.0,35.67,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,175,130.01,3,106,0
C01601,0.0,34.0,3796.25,252.0,38.0,30.0,3141.5499999999997,214.0,72.0,24.0,2661.37,180.0,91.0,21.0,2290.2799999999997,161.0,2.143298701298702,-1.1496240601503753,-0.9675324675324675,1.0,6.82987012987013,3.42,109.06095238095239,3.42,306.26,3.456,3.6,8.81,22.01,60.14,83.65,102.78,123.64,125.59,180.5,208.02,272.47,299.502,0.0,8.05,1.0,56.0,0.0,0.0,0.9000000000000001,1.0,1.7000000000000002,2.0,3.0,4.4,5.299999999999999,8.400000000000002,17.900000000000027,36.05000000000001,52.00999999999998,0.0,8.142857142857142,1.0,56.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,5.0,6.0,10.0,16.0,35.0,51.80000000000001,0.0,10.0,0.0,20.0,0.2,1.0,2.0,4.0,6.0,8.0,10.0,12.0,14.0,16.0,18.0,19.0,19.8,0.0,116.9047619047619,151.0,161.0,1.0,5.0,61.0,104.0,107.0,117.0,128.0,146.0,151.0,153.0,158.0,160.0,160.8,0,285,3796.25,34,252,0
C01602,11.0,4.0,398.76,38.0,35.0,3.0,326.95,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,86,398.76,4,38,0
C01603,1.0,6.0,494.37,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,494.37,6,10,0
C01604,67.0,24.0,282.98,88.0,67.0,24.0,282.98,88.0,67.0,24.0,282.98,88.0,98.0,18.0,169.97,57.0,-0.11022703818369431,-0.2990196078431373,-0.15273477812177502,0.9999999999999998,3.2002063983488123,0.74,9.442777777777778,0.74,23.97,0.7995,1.0375,1.223,4.068000000000001,5.779999999999999,6.392,8.61,10.021999999999998,12.370000000000001,15.062000000000003,17.208000000000002,19.09099999999999,22.99419999999999,0.0,3.3529411764705883,2.0,13.0,0.16,0.8,1.0,1.2000000000000002,2.0,2.0,2.0,3.0,3.1999999999999993,4.0,6.600000000000001,9.799999999999997,12.36,0.0,3.6666666666666665,2.0,13.0,0.17,0.8500000000000001,1.0,1.4000000000000004,2.0,2.0,2.5,3.0,3.8999999999999986,4.600000000000001,9.0,9.599999999999994,12.319999999999993,0.0,8.5,0.0,17.0,0.17,0.8500000000000001,1.7000000000000002,3.4000000000000004,5.1,6.800000000000001,8.5,10.2,11.899999999999999,13.600000000000001,15.3,16.15,16.83,0.0,35.27777777777778,53.0,57.0,0.34,1.7000000000000002,11.100000000000001,18.4,28.5,36.2,40.5,44.4,47.8,50.800000000000004,53.0,53.599999999999994,56.31999999999999,1,101,282.98,24,88,1
C01605,10.0,17.0,2766.87,143.0,41.0,15.0,2479.8,112.0,74.0,11.0,1419.55,79.0,90.0,7.0,813.15,63.0,9.567142857142855,-2.7714285714285727,-1.6785714285714293,1.0000000000000002,10.035714285714286,41.78,116.16428571428573,41.78,200.32,43.8494,52.127,62.474000000000004,78.402,84.798,93.998,104.6,115.472,134.28199999999995,168.96800000000005,188.446,194.38299999999998,199.1326,2.0,10.5,2.0,24.0,2.1,2.5,3.0,4.0,4.5,5.0,6.5,8.0,14.0,20.0,22.0,23.0,23.8,2.0,10.571428571428571,2.0,24.0,2.12,2.6,3.2,4.2,4.8,6.200000000000001,8.0,9.799999999999999,12.799999999999994,18.200000000000006,21.6,22.799999999999997,23.759999999999998,0.0,3.0,0.0,6.0,0.06,0.30000000000000004,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3.0,3.5999999999999996,4.199999999999999,4.800000000000001,5.4,5.699999999999999,5.9399999999999995,0.0,38.42857142857143,0.0,63.0,1.44,7.200000000000001,14.400000000000002,25.6,30.4,33.6,36.0,47.99999999999999,56.4,57.6,60.0,61.5,62.699999999999996,0,191,2766.87,17,143,0
C01606,71.0,44.0,2962.15,238.0,71.0,44.0,2962.15,238.0,71.0,44.0,2962.15,238.0,90.0,41.0,2837.14,219.0,-0.5712003484320554,0.012476547842401424,0.016898954703832774,1.0,5.188501742160278,9.6,69.19853658536584,9.6,290.75,10.652,13.71,23.2,27.02,36.44,42.97,60.47,63.01,72.4,93.04,133.36,183.99,251.19400000000013,0.0,5.475,2.0,15.0,0.0,0.0,1.0,1.8000000000000007,2.0,2.6000000000000014,4.5,6.0,8.0,10.0,11.0,13.049999999999997,14.61,0.0,5.512195121951219,2.0,15.0,0.0,0.0,1.0,2.0,2.0,3.0,5.0,6.0,8.0,10.0,11.0,13.0,14.600000000000001,0.0,20.0,0.0,40.0,0.4,2.0,4.0,8.0,12.0,16.0,20.0,24.0,28.0,32.0,36.0,38.0,39.6,0.0,107.8780487804878,85.0,219.0,4.4,12.0,35.0,52.0,75.0,85.0,91.0,119.0,138.0,173.0,198.0,215.0,218.2,1,250,2962.15,44,238,1
C01607,10.0,23.0,1502.57,253.0,30.0,20.0,1338.58,233.0,68.0,15.0,991.84,195.0,157.0,12.0,773.15,106.0,-4.003881118881121,0.46363636363636324,2.6013986013986012,0.9999999999999999,10.954545454545453,6.46,64.42916666666667,6.46,163.61,7.0925,9.6225,12.773000000000001,19.772000000000002,27.734,32.32000000000001,53.114999999999995,68.624,96.03399999999998,113.89600000000002,118.504,138.98649999999998,158.68530000000004,1.0,9.636363636363637,2.0,31.0,1.1,1.5,2.0,2.0,4.0,7.0,7.0,8.0,13.0,14.0,17.0,24.0,29.600000000000005,1.0,14.5,2.0,68.0,1.11,1.55,2.0,2.4000000000000004,4.8999999999999995,7.0,7.5,10.999999999999998,13.7,16.400000000000002,29.600000000000005,47.64999999999998,63.93000000000002,0.0,5.5,0.0,11.0,0.11,0.55,1.1,2.2,3.3,4.4,5.5,6.6,7.699999999999999,8.8,9.9,10.45,10.89,0.0,48.75,0.0,106.0,0.11,0.55,1.2000000000000002,3.8000000000000007,16.299999999999994,40.800000000000004,49.0,57.199999999999996,71.89999999999999,88.20000000000002,102.7,104.9,105.78,0,309,1502.57,23,253,0
C01608,167.0,11.0,257.07,102.0,167.0,11.0,257.07,102.0,167.0,11.0,257.07,102.0,167.0,11.0,257.07,102.0,-0.6584545454545442,2.933333333333333,2.9333333333333336,1.0,9.109090909090908,7.41,23.37,7.41,47.03,7.798,9.35,11.29,11.59,12.83,18.24,18.43,25.4,26.74,32.87,45.24,46.135000000000005,46.851,0.0,10.2,2.0,51.0,0.18,0.9,1.8,2.0,2.6999999999999997,4.2,5.5,6.799999999999999,8.899999999999999,11.600000000000001,17.69999999999999,34.34999999999996,47.67,0.0,10.2,2.0,51.0,0.18,0.9,1.8,2.0,2.6999999999999997,4.2,5.5,6.799999999999999,8.899999999999999,11.600000000000001,17.69999999999999,34.34999999999996,47.67,0.0,5.0,0.0,10.0,0.1,0.5,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,9.5,9.9,0.0,29.0,3.0,102.0,0.30000000000000004,1.5,3.0,3.0,8.0,10.0,18.0,24.0,26.0,37.0,88.0,95.0,100.60000000000001,1,115,257.07,11,102,1
C01609,3.0,1.0,17.35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,17.35,1,0,0
C01610,191.0,11.0,1182.1200000000001,77.0,191.0,11.0,1182.1200000000001,77.0,191.0,11.0,1182.1200000000001,77.0,191.0,11.0,1182.1200000000001,77.0,0.4000000000000022,0.3575757575757573,0.3575757575757576,1.0,7.345454545454546,17.84,107.46545454545453,17.84,254.18,18.75,22.39,26.94,45.37,47.21,63.76,84.86,89.19,123.04,192.4,237.33,245.755,252.495,0.0,7.7,5.0,24.0,0.18,0.9,1.8,2.8,3.6999999999999997,4.6,5.0,5.3999999999999995,7.799999999999999,12.8,16.799999999999997,20.39999999999999,23.28,0.0,7.7,5.0,24.0,0.18,0.9,1.8,2.8,3.6999999999999997,4.6,5.0,5.3999999999999995,7.799999999999999,12.8,16.799999999999997,20.39999999999999,23.28,0.0,5.0,0.0,10.0,0.1,0.5,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,9.5,9.9,0.0,35.81818181818182,36.0,77.0,0.2,1.0,2.0,7.0,31.0,36.0,36.0,40.0,46.0,58.0,61.0,69.0,75.4,1,82,1182.1200000000001,11,77,1
C01611,56.0,6.0,473.94,161.0,56.0,6.0,473.94,161.0,64.0,5.0,431.55,153.0,144.0,3.0,261.84000000000003,73.0,11.865000000000007,25.0,21.000000000000004,1.0000000000000002,36.5,72.73,87.27999999999999,72.73,96.46,73.1284,74.72200000000001,76.714,80.69800000000001,84.682,88.66600000000001,92.65,93.412,94.174,94.93599999999999,95.698,96.079,96.3838,24.0,36.5,24.0,49.0,24.25,25.25,26.5,29.0,31.5,34.0,36.5,39.0,41.5,44.0,46.5,47.75,48.75,24.0,46.333333333333336,24.0,66.0,24.5,26.5,29.0,34.0,39.0,44.0,49.0,52.4,55.8,59.2,62.6,64.3,65.66,0.0,1.0,0.0,2.0,0.02,0.1,0.2,0.4,0.6,0.8,1.0,1.2,1.4,1.6,1.8,1.9,1.98,0.0,32.333333333333336,0.0,73.0,0.48,2.4000000000000004,4.800000000000001,9.600000000000001,14.399999999999999,19.200000000000003,24.0,33.8,43.599999999999994,53.400000000000006,63.2,68.1,72.02,0,299,473.94,6,161,0
C01613,0.0,17.0,692.9,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,55,692.9,17,22,0
C01614,3.0,4.0,279.21,32.0,32.0,2.0,148.11,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,279.21,4,32,0
C01615,4.0,4.0,94.95,32.0,36.0,1.0,37.35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,88,94.95,4,32,0
C01616,100.0,10.0,1348.4,29.0,100.0,10.0,1348.4,29.0,100.0,10.0,1348.4,29.0,100.0,10.0,1348.4,29.0,-6.3292121212121195,-0.11666666666666717,-0.11666666666666708,1.0,2.303030303030303,21.68,134.84,21.68,217.0,28.8863,57.7115,93.743,109.726,123.991,133.81,141.065,147.04,150.517,158.52,186.148,201.57399999999996,213.9148,0.0,3.2222222222222223,0.0,12.0,0.0,0.0,0.0,0.0,0.3999999999999999,1.2000000000000002,2.0,2.8,4.199999999999999,5.4,7.200000000000001,9.599999999999998,11.52,0.0,3.2222222222222223,0.0,12.0,0.0,0.0,0.0,0.0,0.3999999999999999,1.2000000000000002,2.0,2.8,4.199999999999999,5.4,7.200000000000001,9.599999999999998,11.52,0.0,4.5,0.0,9.0,0.09,0.45,0.9,1.8,2.6999999999999997,3.6,4.5,5.3999999999999995,6.3,7.2,8.1,8.549999999999999,8.91,0.0,15.2,12.0,29.0,1.08,5.4,10.8,12.0,12.0,13.8,15.0,15.399999999999999,16.6,19.0,23.599999999999998,26.299999999999994,28.46,1,45,1348.4,10,29,1
C01617,6.0,4.0,217.57999999999998,83.0,60.0,3.0,195.97,29.0,60.0,3.0,195.97,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,121,217.57999999999998,4,83,0
C01618,255.0,1.0,50.29,0.0,255.0,1.0,50.29,0.0,255.0,1.0,50.29,0.0,255.0,1.0,50.29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61,50.29,1,0,1
C01619,0.0,1.0,46.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,46.75,1,0,0
C01620,10.0,9.0,360.1,63.0,52.0,5.0,197.05,21.0,65.0,3.0,104.21,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71,360.1,9,63,1
C01621,8.0,4.0,228.39,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,55,228.39,4,13,0
C01622,28.0,18.0,1471.85,138.0,64.0,17.0,1246.02,102.0,64.0,17.0,1246.02,102.0,96.0,10.0,753.67,70.0,-13.257636363636367,0.6499999999999997,0.5393939393939396,1.0,7.58181818181818,10.18,75.36699999999999,10.18,174.46,11.2483,15.5215,20.863,36.914,44.907000000000004,49.104,59.015,69.25399999999999,86.35399999999998,125.64800000000001,152.338,163.39899999999997,172.2478,0.0,7.777777777777778,0.0,25.0,0.0,0.0,0.0,1.8000000000000003,4.199999999999999,6.0,6.0,7.6,8.0,10.400000000000002,16.200000000000003,20.599999999999994,24.119999999999997,0.0,7.9,0.0,25.0,0.0,0.0,0.0,2.4000000000000004,5.1,6.0,7.0,8.0,8.3,10.0,15.099999999999996,20.04999999999999,24.01,0.0,4.5,0.0,9.0,0.09,0.45,0.9,1.8,2.6999999999999997,3.6,4.5,5.3999999999999995,6.3,7.2,8.1,8.549999999999999,8.91,0.0,31.1,17.0,70.0,0.72,3.6,7.2,10.4,15.2,17.0,29.5,42.0,43.8,49.6,57.39999999999999,63.69999999999999,68.74000000000001,1,153,1471.85,18,138,1
C01623,15.0,6.0,277.81,31.0,34.0,4.0,187.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,78,277.81,6,31,0
C01624,154.0,2.0,215.64000000000001,34.0,154.0,2.0,215.64000000000001,34.0,154.0,2.0,215.64000000000001,34.0,154.0,2.0,215.64000000000001,34.0,-50.400000000000006,,,0.9999999999999998,33.99999999999999,82.62,107.82000000000001,82.62,133.02,83.12400000000001,85.14,87.66000000000001,92.7,97.74000000000001,102.78,107.82000000000001,112.86000000000001,117.9,122.94000000000001,127.98000000000002,130.5,132.51600000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5,0.0,1.0,0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.99,0.0,17.0,0.0,34.0,0.34,1.7000000000000002,3.4000000000000004,6.800000000000001,10.2,13.600000000000001,17.0,20.4,23.799999999999997,27.200000000000003,30.6,32.3,33.66,1,56,215.64000000000001,2,34,1
C01625,124.0,16.0,2727.25,53.0,124.0,16.0,2727.25,53.0,124.0,16.0,2727.25,53.0,124.0,16.0,2727.25,53.0,-2.4401911764705875,-0.0035714285714286633,-0.003571428571428544,1.0,3.65735294117647,42.16,170.453125,42.16,442.38,42.784,45.28,46.57,71.87,104.22,124.17,133.24,169.81,202.20499999999998,268.81,317.78999999999996,381.5775,430.2195,0.0,3.533333333333333,1.0,19.0,0.0,0.0,0.40000000000000013,1.0,1.0,1.0,2.0,2.4000000000000004,3.0,3.8000000000000043,8.2,11.99999999999999,17.599999999999994,0.0,3.533333333333333,1.0,19.0,0.0,0.0,0.40000000000000013,1.0,1.0,1.0,2.0,2.4000000000000004,3.0,3.8000000000000043,8.2,11.99999999999999,17.599999999999994,0.0,7.5,0.0,15.0,0.15,0.75,1.5,3.0,4.5,6.0,7.5,9.0,10.5,12.0,13.5,14.25,14.85,0.0,26.5625,27.0,53.0,0.15,0.75,1.5,5.0,16.5,27.0,28.5,37.0,39.5,43.0,44.0,46.25,51.65,1,58,2727.25,16,53,1
C01626,2.0,11.0,1729.75,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,52,1729.75,11,14,0
C01627,91.0,54.0,2597.04,213.0,91.0,54.0,2597.04,213.0,91.0,54.0,2597.04,213.0,91.0,54.0,2597.04,213.0,-0.1348198970840491,0.0008063215610385856,0.0008063215610385307,0.9999999999999998,4.214027063083665,3.51,48.093333333333334,23.59,170.88,3.8704,8.7185,14.375,20.582,23.941,31.060000000000002,36.30500000000001,44.244,55.18399999999999,73.134,96.30600000000001,124.91149999999992,157.39679999999996,0.0,4.018867924528302,1.0,15.0,0.0,0.0,0.20000000000000018,1.0,1.0,2.0,3.0,4.0,5.0,6.0,9.800000000000004,12.0,14.479999999999997,0.0,4.018867924528302,1.0,15.0,0.0,0.0,0.20000000000000018,1.0,1.0,2.0,3.0,4.0,5.0,6.0,9.800000000000004,12.0,14.479999999999997,0.0,26.5,0.0,53.0,0.53,2.6500000000000004,5.300000000000001,10.600000000000001,15.899999999999999,21.200000000000003,26.5,31.799999999999997,37.099999999999994,42.400000000000006,47.7,50.349999999999994,52.47,0.0,106.31481481481481,0.0,213.0,0.0,10.65,16.3,34.40000000000001,65.39999999999999,92.2,100.0,128.99999999999997,156.39999999999998,170.00000000000003,198.20000000000002,207.74999999999997,211.94,1,226,2597.04,54,213,1
C01628,0.0,7.0,264.34000000000003,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,74,264.34000000000003,7,21,0
C01629,0.0,3.0,172.37,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,172.37,3,6,0
C01630,53.0,4.0,94.77000000000001,45.0,53.0,4.0,94.77000000000001,45.0,68.0,3.0,41.95,30.0,98.0,1.0,22.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,113,94.77000000000001,4,45,1
C01631,183.0,3.0,335.29,11.0,183.0,3.0,335.29,11.0,183.0,3.0,335.29,11.0,183.0,3.0,335.29,11.0,-58.36500000000001,1.0000000000000007,1.0,1.0000000000000002,5.500000000000002,45.73,111.76333333333334,45.73,162.46,47.3574,53.867,62.004,78.27799999999999,94.55199999999999,110.826,127.1,134.172,141.244,148.316,155.388,158.924,161.7528,5.0,5.5,5.0,6.0,5.01,5.05,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.95,5.99,5.0,5.5,5.0,6.0,5.01,5.05,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.95,5.99,0.0,1.0,0.0,2.0,0.02,0.1,0.2,0.4,0.6,0.8,1.0,1.2,1.4,1.6,1.8,1.9,1.98,0.0,5.333333333333333,0.0,11.0,0.1,0.5,1.0,2.0,3.0,4.0,5.0,6.199999999999999,7.3999999999999995,8.600000000000001,9.8,10.399999999999999,10.879999999999999,1,40,335.29,3,11,1
C01632,177.0,3.0,214.91,15.0,177.0,3.0,214.91,15.0,177.0,3.0,214.91,15.0,177.0,3.0,214.91,15.0,-6.184999999999983,12.999999999999993,12.999999999999996,1.0000000000000002,7.500000000000001,41.04,71.63666666666667,41.04,93.12,41.834199999999996,45.010999999999996,48.982,56.924,64.866,72.808,80.75,83.224,85.69800000000001,88.172,90.646,91.88300000000001,92.8726,1.0,7.5,1.0,14.0,1.13,1.65,2.3,3.6,4.9,6.2,7.5,8.8,10.1,11.4,12.7,13.35,13.87,1.0,7.5,1.0,14.0,1.13,1.65,2.3,3.6,4.9,6.2,7.5,8.8,10.1,11.4,12.7,13.35,13.87,0.0,1.0,0.0,2.0,0.02,0.1,0.2,0.4,0.6,0.8,1.0,1.2,1.4,1.6,1.8,1.9,1.98,0.0,5.333333333333333,0.0,15.0,0.02,0.1,0.2,0.4,0.6,0.8,1.0,3.7999999999999994,6.599999999999999,9.400000000000002,12.200000000000001,13.599999999999998,14.719999999999999,1,30,214.91,3,15,1
C01633,83.0,37.0,870.77,186.0,83.0,37.0,870.77,186.0,83.0,37.0,870.77,186.0,94.0,36.0,860.55,175.0,-0.037782496782495935,0.007002801120448111,0.03346203346203353,1.0,5.397812097812097,0.19,23.90416666666666,0.19,63.95,2.4755,7.47,10.43,12.95,13.845,16.66,19.564999999999998,22.34,26.685,39.45,43.620000000000005,52.79,63.7505,0.0,5.0,0.0,19.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,6.0,6.799999999999997,8.0,9.600000000000001,12.499999999999986,17.97999999999999,0.0,5.166666666666667,0.0,19.0,0.0,0.0,0.0,1.0,2.0,3.0,4.5,6.0,7.0,8.0,10.5,12.25,17.949999999999996,0.0,17.5,0.0,35.0,0.35000000000000003,1.75,3.5,7.0,10.5,14.0,17.5,21.0,24.5,28.0,31.5,33.25,34.65,0.0,86.80555555555556,0.0,175.0,0.0,0.75,8.0,33.0,42.0,67.0,94.5,108.0,123.5,145.0,161.0,170.5,173.95,1,189,870.77,37,186,1
C01634,76.0,17.0,1825.6200000000001,155.0,76.0,17.0,1825.6200000000001,155.0,76.0,17.0,1825.6200000000001,155.0,90.0,16.0,1655.94,141.0,5.336676470588236,-0.12142857142857202,0.001470588235294492,1.0,9.382352941176467,24.42,103.49625,24.42,215.33,24.739500000000003,26.017500000000002,31.735,40.72,57.24,68.1,92.74000000000001,114.73,138.805,171.61,189.995,196.58,211.58,0.0,9.4,9.0,20.0,0.28,1.4000000000000001,2.4000000000000004,3.8000000000000003,6.2,8.200000000000001,9.0,10.200000000000001,12.799999999999999,15.0,16.2,17.9,19.58,0.0,9.6875,9.0,20.0,0.3,1.5,2.5,4.0,6.5,9.0,9.0,12.0,13.5,15.0,16.0,17.75,19.549999999999997,0.0,7.5,0.0,15.0,0.15,0.75,1.5,3.0,4.5,6.0,7.5,9.0,10.5,12.0,13.5,14.25,14.85,0.0,72.625,23.0,141.0,3.0,15.0,21.5,23.0,40.5,54.0,77.5,88.0,104.5,116.0,126.0,132.0,139.2,1,170,1825.6200000000001,17,155,1
C01635,184.0,10.0,1523.95,33.0,184.0,10.0,1523.95,33.0,184.0,10.0,1523.95,33.0,184.0,10.0,1523.95,33.0,6.737272727272729,0.3833333333333333,0.38333333333333347,1.0,4.084848484848485,34.05,152.395,34.05,295.82,36.263099999999994,45.1155,56.181,73.856,104.07799999999999,122.336,155.465,186.334,192.106,206.69400000000002,249.42499999999998,272.62249999999995,291.1805,0.0,3.6666666666666665,0.0,12.0,0.0,0.0,0.0,0.6000000000000001,1.4,2.0,2.0,3.5999999999999996,5.199999999999999,6.0,7.200000000000001,9.599999999999998,11.52,0.0,3.6666666666666665,0.0,12.0,0.0,0.0,0.0,0.6000000000000001,1.4,2.0,2.0,3.5999999999999996,5.199999999999999,6.0,7.200000000000001,9.599999999999998,11.52,0.0,4.5,0.0,9.0,0.09,0.45,0.9,1.8,2.6999999999999997,3.6,4.5,5.3999999999999995,6.3,7.2,8.1,8.549999999999999,8.91,0.0,14.2,0.0,33.0,0.0,0.0,0.0,1.6,3.3999999999999995,6.4,14.0,20.4,22.799999999999997,27.0,27.599999999999998,30.299999999999994,32.46,1,56,1523.95,10,33,1
C01636,1.0,1.0,131.86,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,131.86,1,0,0
