customer_id,signup_date,true_lifetime_days,termination_date,rfm_recency_all_time,rfm_frequency_all_time,rfm_monetary_all_time,tenure_all_time,rfm_recency_30d,rfm_frequency_30d,rfm_monetary_30d,tenure_30d,rfm_recency_60d,rfm_frequency_60d,rfm_monetary_60d,tenure_60d,rfm_recency_90d,rfm_frequency_90d,rfm_monetary_90d,tenure_90d,slope_amount,slope_days_since_previous_transaction,slope_days_until_next_transaction,slope_customer_transaction_order,slope_days_since_first_transaction,min_amount,mean_amount,mode_amount,max_amount,q1_amount,q5_amount,q10_amount,q20_amount,q30_amount,q40_amount,q50_amount,q60_amount,q70_amount,q80_amount,q90_amount,q95_amount,q99_amount,min_days_since_previous_transaction,mean_days_since_previous_transaction,mode_days_since_previous_transaction,max_days_since_previous_transaction,q1_days_since_previous_transaction,q5_days_since_previous_transaction,q10_days_since_previous_transaction,q20_days_since_previous_transaction,q30_days_since_previous_transaction,q40_days_since_previous_transaction,q50_days_since_previous_transaction,q60_days_since_previous_transaction,q70_days_since_previous_transaction,q80_days_since_previous_transaction,q90_days_since_previous_transaction,q95_days_since_previous_transaction,q99_days_since_previous_transaction,min_days_until_next_transaction,mean_days_until_next_transaction,mode_days_until_next_transaction,max_days_until_next_transaction,q1_days_until_next_transaction,q5_days_until_next_transaction,q10_days_until_next_transaction,q20_days_until_next_transaction,q30_days_until_next_transaction,q40_days_until_next_transaction,q50_days_until_next_transaction,q60_days_until_next_transaction,q70_days_until_next_transaction,q80_days_until_next_transaction,q90_days_until_next_transaction,q95_days_until_next_transaction,q99_days_until_next_transaction,min_customer_transaction_order,mean_customer_transaction_order,mode_customer_transaction_order,max_customer_transaction_order,q1_customer_transaction_order,q5_customer_transaction_order,q10_customer_transaction_order,q20_customer_transaction_order,q30_customer_transaction_order,q40_customer_transaction_order,q50_customer_transaction_order,q60_customer_transaction_order,q70_customer_transaction_order,q80_customer_transaction_order,q90_customer_transaction_order,q95_customer_transaction_order,q99_customer_transaction_order,min_days_since_first_transaction,mean_days_since_first_transaction,mode_days_since_first_transaction,max_days_since_first_transaction,q1_days_since_first_transaction,q5_days_since_first_transaction,q10_days_since_first_transaction,q20_days_since_first_transaction,q30_days_since_first_transaction,q40_days_since_first_transaction,q50_days_since_first_transaction,q60_days_since_first_transaction,q70_days_since_first_transaction,q80_days_since_first_transaction,q90_days_since_first_transaction,q95_days_since_first_transaction,q99_days_since_first_transaction
C00863,2025-05-19,190,2025-11-25,0.0,29.0,4046.4300000000003,132.0,32.0,20.0,2549.29,100.0,61.0,15.0,2129.02,71.0,101.0,9.0,1277.67,31.0,-3.1079999999999903,0.011904761904761798,1.083333333333333,0.9999999999999998,3.6166666666666663,15.7,141.96333333333334,15.7,454.81,15.771199999999999,16.056,16.412,27.162000000000003,42.306,58.522000000000006,74.81,171.45799999999997,195.698,211.74200000000002,279.54600000000005,367.17799999999994,437.2836,0.0,3.875,3.0,8.0,0.07,0.35000000000000003,0.7000000000000001,1.8000000000000003,3.0,3.0,4.0,5.0,5.0,5.6000000000000005,6.6,7.299999999999999,7.859999999999999,0.0,5.666666666666667,3.0,20.0,0.08,0.4,0.8,2.2,3.0,3.4000000000000004,5.0,5.0,5.6,6.800000000000001,10.400000000000002,15.199999999999996,19.04,0.0,4.0,0.0,8.0,0.08,0.4,0.8,1.6,2.4,3.2,4.0,4.8,5.6,6.4,7.2,7.6,7.92,0.0,15.444444444444445,19.0,31.0,0.24,1.2000000000000002,2.4000000000000004,6.0,10.399999999999999,15.0,19.0,19.0,20.799999999999997,22.4,24.6,27.799999999999997,30.36
C01484,2025-09-13,41,2025-10-24,0.0,3.0,236.74,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01881,2025-09-08,175,2026-03-02,6.0,4.0,226.7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01038,2025-02-03,121,2025-06-04,121.0,12.0,91.34,113.0,121.0,12.0,91.34,113.0,121.0,12.0,91.34,113.0,121.0,12.0,91.34,113.0,-0.01503496503496497,-0.6,-0.6000000000000001,0.9999999999999999,10.419580419580418,0.84,7.6116666666666655,0.84,18.85,0.9543999999999999,1.412,1.987,3.2660000000000005,4.728,5.746,6.65,7.061999999999999,8.165,11.188000000000002,15.693000000000003,17.348499999999998,18.5497,0.0,10.272727272727273,15.0,23.0,0.30000000000000004,1.5,3.0,4.0,5.0,8.0,9.0,12.0,15.0,15.0,19.0,21.0,22.6,0.0,10.272727272727273,15.0,23.0,0.30000000000000004,1.5,3.0,4.0,5.0,8.0,9.0,12.0,15.0,15.0,19.0,21.0,22.6,0.0,5.5,0.0,11.0,0.11,0.55,1.1,2.2,3.3,4.4,5.5,6.6,7.699999999999999,8.8,9.9,10.45,10.89,0.0,62.0,113.0,113.0,2.53,12.65,23.4,28.6,36.5,46.00000000000001,61.0,76.0,84.1,100.20000000000002,112.10000000000001,113.0,113.0
C00206,2025-02-12,212,2025-09-12,27.0,28.0,2344.3,202.0,30.0,27.0,2271.04,199.0,85.0,19.0,1526.51,144.0,111.0,17.0,1310.49,118.0,-1.2801470588235284,-0.026470588235294343,0.28431372549019623,0.9999999999999998,6.33578431372549,10.47,77.08764705882353,10.47,137.58,12.1004,18.622,22.544,27.206000000000003,46.342,77.534,84.39,91.04599999999999,103.708,115.108,126.166,132.188,136.5016,0.0,7.375,1.0,25.0,0.15,0.75,1.0,2.0,3.0,5.0,6.5,7.0,8.0,9.0,16.5,21.25,24.25,0.0,8.294117647058824,1.0,25.0,0.16,0.8,1.0,2.0,3.5999999999999996,5.4,7.0,7.6,8.2,12.200000000000003,21.200000000000003,23.4,24.68,0.0,8.0,0.0,16.0,0.16,0.8,1.6,3.2,4.8,6.4,8.0,9.6,11.2,12.8,14.4,15.2,15.84,0.0,59.529411764705884,34.0,118.0,4.0,20.0,26.2,34.0,38.0,43.8,58.0,70.39999999999999,80.2,87.4,98.0,111.6,116.72
C00392,2025-08-05,250,2026-04-12,14.0,5.0,665.92,32.0,46.0,1.0,72.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02842,2025-05-07,90,2025-08-05,66.0,6.0,76.32,72.0,66.0,6.0,76.32,72.0,66.0,6.0,76.32,72.0,100.0,4.0,62.67999999999999,38.0,-0.27200000000000196,0.49999999999999994,3.0000000000000004,1.0,14.1,1.63,15.67,1.63,34.04,1.8106,2.5330000000000004,3.4360000000000004,5.242000000000001,7.048,9.992000000000003,13.504999999999999,17.017999999999997,20.827999999999996,25.232000000000006,29.636000000000003,31.837999999999994,33.599599999999995,5.0,12.666666666666666,5.0,27.0,5.02,5.1,5.2,5.4,5.6,5.8,6.0,10.2,14.399999999999999,18.6,22.8,24.9,26.58,5.0,15.0,5.0,27.0,5.03,5.15,5.3,5.6,5.9,9.200000000000003,14.0,18.799999999999997,22.5,24.0,25.5,26.25,26.849999999999998,0.0,1.5,0.0,3.0,0.03,0.15000000000000002,0.30000000000000004,0.6000000000000001,0.8999999999999999,1.2000000000000002,1.5,1.7999999999999998,2.0999999999999996,2.4000000000000004,2.7,2.8499999999999996,2.9699999999999998,0.0,18.75,0.0,38.0,0.15,0.7500000000000001,1.5000000000000002,3.0000000000000004,4.5,10.400000000000006,18.5,26.599999999999994,32.599999999999994,34.400000000000006,36.2,37.099999999999994,37.82
C00870,2025-07-04,78,2025-09-20,15.0,10.0,371.55,74.0,35.0,9.0,288.24,54.0,60.0,5.0,190.65,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00397,2025-04-18,234,2025-12-08,6.0,48.0,5092.48,158.0,30.0,36.0,3519.84,134.0,63.0,33.0,3368.82,101.0,99.0,25.0,2752.9,65.0,0.006230769230766904,0.20739130434782613,0.3153846153846153,1.0,2.613076923076923,39.65,110.116,39.65,228.12,40.55,43.47,43.854,57.986000000000004,71.524,90.258,113.98,121.428,126.55599999999998,143.48600000000005,196.01800000000003,211.04199999999997,224.22239999999996,0.0,2.7083333333333335,1.0,21.0,0.0,0.0,0.30000000000000027,1.0,1.0,1.0,2.0,2.0,3.0,3.400000000000002,4.0,4.849999999999998,17.319999999999993,0.0,3.28,1.0,21.0,0.0,0.0,0.40000000000000036,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.600000000000001,14.599999999999966,20.039999999999992,0.0,12.0,0.0,24.0,0.24,1.2000000000000002,2.4000000000000004,4.800000000000001,7.199999999999999,9.600000000000001,12.0,14.399999999999999,16.799999999999997,19.200000000000003,21.6,22.799999999999997,23.759999999999998,0.0,22.96,0.0,65.0,0.0,0.40000000000000036,2.4000000000000004,6.200000000000003,9.2,14.0,17.0,22.799999999999997,25.799999999999997,35.20000000000006,58.800000000000004,60.8,64.03999999999999
C02814,2025-03-06,78,2025-05-23,164.0,3.0,163.3,22.0,164.0,3.0,163.3,22.0,164.0,3.0,163.3,22.0,164.0,3.0,163.3,22.0,36.60000000000001,-7.999999999999992,-8.0,1.0000000000000002,11.000000000000002,23.36,54.43333333333334,23.36,96.56,23.7604,25.362,27.364,31.368000000000002,35.372,39.376000000000005,43.38,54.016,64.652,75.28800000000001,85.924,91.24199999999999,95.4964,7.0,11.0,7.0,15.0,7.08,7.4,7.8,8.6,9.4,10.2,11.0,11.8,12.6,13.4,14.2,14.6,14.92,7.0,11.0,7.0,15.0,7.08,7.4,7.8,8.6,9.4,10.2,11.0,11.8,12.6,13.4,14.2,14.6,14.92,0.0,1.0,0.0,2.0,0.02,0.1,0.2,0.4,0.6,0.8,1.0,1.2,1.4,1.6,1.8,1.9,1.98,0.0,12.333333333333334,0.0,22.0,0.3,1.5,3.0,6.0,9.0,12.0,15.0,16.4,17.8,19.2,20.6,21.3,21.86
C02882,2025-06-22,246,2026-02-23,25.0,7.0,1256.22,73.0,39.0,6.0,1059.1399999999999,59.0,62.0,4.0,556.99,36.0,92.0,2.0,207.79,6.0,-32.81000000000001,,17.999999999999996,0.9999999999999998,5.999999999999999,87.49,103.895,87.49,120.3,87.8181,89.1305,90.771,94.05199999999999,97.333,100.614,103.895,107.17599999999999,110.457,113.738,117.01899999999999,118.6595,119.97189999999999,,,,,,,,,,,,,,,,,,6.0,15.0,6.0,24.0,6.18,6.9,7.8,9.6,11.399999999999999,13.2,15.0,16.8,18.6,20.400000000000002,22.2,23.099999999999998,23.82,0.0,0.5,0.0,1.0,0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.99,0.0,3.0,0.0,6.0,0.06,0.30000000000000004,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3.0,3.5999999999999996,4.199999999999999,4.800000000000001,5.4,5.699999999999999,5.9399999999999995
C01028,2025-02-23,163,2025-08-05,66.0,7.0,345.85,121.0,66.0,7.0,345.85,121.0,66.0,7.0,345.85,121.0,119.0,5.0,211.18,68.0,-3.121000000000004,-8.999999999999998,2.6999999999999975,1.0,17.3,16.87,42.236000000000004,16.87,72.8,17.317600000000002,19.108,21.346,25.822,30.817999999999998,36.334,41.85,45.75,49.65,55.84,64.32,68.55999999999999,71.952,1.0,17.0,1.0,30.0,1.48,3.4000000000000004,5.800000000000001,10.600000000000001,15.399999999999999,17.6,18.5,19.4,20.999999999999996,24.000000000000004,27.0,28.499999999999996,29.699999999999996,1.0,24.2,1.0,53.0,1.6400000000000001,4.2,7.4,13.8,17.6,18.8,20.0,24.0,28.0,34.6,43.800000000000004,48.4,52.08,0.0,2.0,0.0,4.0,0.04,0.2,0.4,0.8,1.2,1.6,2.0,2.4,2.8,3.2,3.6,3.8,3.96,0.0,43.0,0.0,68.0,1.2,6.0,12.0,24.0,34.0,42.0,50.0,56.8,63.599999999999994,67.2,67.6,67.8,67.96
C02690,2025-10-15,100,2026-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01485,2025-08-11,59,2025-10-09,13.0,3.0,73.04,32.0,40.0,2.0,40.7,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02660,2025-10-21,206,2026-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00960,2025-07-24,150,2025-12-21,3.0,19.0,1855.11,65.0,30.0,13.0,1287.44,38.0,61.0,2.0,337.23,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01570,2025-04-20,71,2025-06-30,96.0,18.0,547.71,68.0,96.0,18.0,547.71,68.0,96.0,18.0,547.71,68.0,96.0,18.0,547.71,68.0,-1.3747678018575844,-0.31372549019607837,-0.31372549019607826,0.9999999999999998,4.524251805985551,11.07,30.428333333333335,11.07,75.07,11.2553,11.996500000000001,15.058000000000002,19.456,21.248,23.53,25.439999999999998,31.284,32.631,35.352000000000004,49.46900000000002,70.0465,74.06529999999998,0.0,4.0,0.0,13.0,0.0,0.0,0.0,1.2000000000000002,2.0,2.4000000000000004,3.0,3.5999999999999996,4.199999999999999,6.600000000000001,9.000000000000002,12.2,12.84,0.0,4.0,0.0,13.0,0.0,0.0,0.0,1.2000000000000002,2.0,2.4000000000000004,3.0,3.5999999999999996,4.199999999999999,6.600000000000001,9.000000000000002,12.2,12.84,0.0,8.5,0.0,17.0,0.17,0.8500000000000001,1.7000000000000002,3.4000000000000004,5.1,6.800000000000001,8.5,10.2,11.899999999999999,13.600000000000001,15.3,16.15,16.83,0.0,41.111111111111114,63.0,68.0,0.68,3.4000000000000004,6.1000000000000005,15.200000000000001,22.299999999999997,34.60000000000001,50.5,59.8,63.0,64.2,66.0,66.3,67.66
C02773,2025-01-12,232,2025-09-01,44.0,14.0,844.11,211.0,44.0,14.0,844.11,211.0,110.0,12.0,714.55,145.0,110.0,12.0,714.55,145.0,-0.1411538461538453,0.363636363636363,2.1958041958041954,0.9999999999999999,15.412587412587412,17.79,59.54583333333333,17.79,155.93,17.8692,18.186,19.137,25.116,28.749,34.354,39.035,45.858,58.57499999999999,110.06800000000004,125.855,139.63899999999998,152.67180000000002,1.0,13.181818181818182,1.0,40.0,1.0,1.0,1.0,3.0,5.0,10.0,10.0,13.0,17.0,20.0,25.0,32.5,38.50000000000001,1.0,17.333333333333332,1.0,63.0,1.0,1.0,1.2000000000000002,3.4000000000000004,6.499999999999999,10.0,11.5,15.399999999999999,19.099999999999998,24.000000000000004,38.50000000000001,50.34999999999998,60.47000000000001,0.0,5.5,0.0,11.0,0.11,0.55,1.1,2.2,3.3,4.4,5.5,6.6,7.699999999999999,8.8,9.9,10.45,10.89,0.0,69.16666666666667,0.0,145.0,0.11,0.55,2.300000000000001,16.0,25.5,35.800000000000004,58.5,94.99999999999999,118.0,123.4,142.0,144.45,144.89
C01895,2025-01-09,36,2025-02-14,231.0,7.0,1281.05,34.0,231.0,7.0,1281.05,34.0,231.0,7.0,1281.05,34.0,231.0,7.0,1281.05,34.0,20.103214285714277,-0.05714285714285763,-0.057142857142856884,1.0000000000000002,5.25,52.54,183.00714285714284,52.54,489.03,55.678599999999996,68.233,83.926,109.768,124.52199999999999,133.892,140.57,160.118,176.814,187.806,310.4940000000001,399.7619999999998,471.17639999999983,0.0,5.666666666666667,0.0,12.0,0.1,0.5,1.0,2.0,3.0,4.0,4.5,5.0,8.0,11.0,11.5,11.75,11.95,0.0,5.666666666666667,0.0,12.0,0.1,0.5,1.0,2.0,3.0,4.0,4.5,5.0,8.0,11.0,11.5,11.75,11.95,0.0,3.0,0.0,6.0,0.06,0.30000000000000004,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3.0,3.5999999999999996,4.199999999999999,4.800000000000001,5.4,5.699999999999999,5.9399999999999995,0.0,17.142857142857142,11.0,34.0,0.6599999999999999,3.3000000000000007,6.600000000000001,11.0,11.0,13.000000000000002,16.0,17.2,20.39999999999999,27.60000000000001,31.6,32.8,33.76
C02731,2025-10-09,177,2026-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02146,2025-04-16,154,2025-09-17,25.0,6.0,256.93,131.0,30.0,5.0,246.38,126.0,86.0,4.0,226.20999999999998,70.0,104.0,3.0,130.63,52.0,16.270000000000007,29.99999999999999,3.5000000000000013,1.0000000000000002,26.000000000000004,16.97,43.54333333333333,16.97,73.1,17.4418,19.329,21.688,26.406,31.124000000000002,35.842,40.56,47.068,53.57599999999999,60.084,66.592,69.84599999999999,72.44919999999999,11.0,26.0,11.0,41.0,11.3,12.5,14.0,17.0,20.0,23.0,26.0,29.0,32.0,35.0,38.0,39.5,40.7,11.0,23.333333333333332,11.0,41.0,11.14,11.7,12.4,13.8,15.2,16.6,18.0,22.599999999999998,27.199999999999996,31.800000000000004,36.4,38.699999999999996,40.54,0.0,1.0,0.0,2.0,0.02,0.1,0.2,0.4,0.6,0.8,1.0,1.2,1.4,1.6,1.8,1.9,1.98,0.0,21.0,0.0,52.0,0.22,1.1,2.2,4.4,6.6,8.8,11.0,19.199999999999996,27.399999999999995,35.60000000000001,43.800000000000004,47.9,51.18
C00804,2025-10-08,30,2025-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01751,2025-11-29,286,2026-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02454,2025-07-20,39,2025-08-28,55.0,6.0,289.89,17.0,55.0,6.0,289.89,17.0,64.0,3.0,149.56,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00502,2025-04-23,233,2025-12-12,12.0,8.0,735.1,136.0,32.0,5.0,433.40999999999997,116.0,103.0,2.0,45.17,45.0,103.0,2.0,45.17,45.0,12.069999999999993,,5.9999999999999885,0.9999999999999998,44.999999999999986,16.55,22.585,16.55,28.62,16.6707,17.1535,17.757,18.964000000000002,20.171,21.378,22.585,23.792,24.999000000000002,26.206000000000003,27.413,28.0165,28.4993,,,,,,,,,,,,,,,,,,45.0,48.0,45.0,51.0,45.06,45.3,45.6,46.2,46.8,47.4,48.0,48.6,49.2,49.8,50.4,50.7,50.94,0.0,0.5,0.0,1.0,0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95,0.99,0.0,22.5,0.0,45.0,0.45,2.25,4.5,9.0,13.5,18.0,22.5,27.0,31.5,36.0,40.5,42.75,44.55
C00779,2025-09-16,114,2026-01-08,5.0,1.0,63.15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01863,2025-01-31,164,2025-07-14,90.0,14.0,729.44,150.0,90.0,14.0,729.44,150.0,90.0,14.0,729.44,150.0,90.0,14.0,729.44,150.0,3.3435164835164835,0.4945054945054944,0.4945054945054943,1.0000000000000002,10.18901098901099,7.41,52.10285714285714,7.41,141.01,7.9222,9.971,13.771,21.61,23.169,25.802,46.269999999999996,62.706,70.152,79.45800000000001,91.06400000000001,110.30399999999997,134.86879999999996,2.0,11.538461538461538,2.0,26.0,2.0,2.0,2.2,3.4000000000000004,4.6,5.0,6.0,13.399999999999999,16.999999999999993,22.400000000000006,24.8,25.4,25.88,2.0,11.538461538461538,2.0,26.0,2.0,2.0,2.2,3.4000000000000004,4.6,5.0,6.0,13.399999999999999,16.999999999999993,22.400000000000006,24.8,25.4,25.88,0.0,6.5,0.0,13.0,0.13,0.65,1.3,2.6,3.9,5.2,6.5,7.8,9.1,10.4,11.700000000000001,12.35,12.87,0.0,68.57142857142857,0.0,150.0,3.38,16.9,27.2,33.0,40.4,46.4,60.5,83.39999999999999,89.2,100.60000000000001,125.50000000000001,137.0,147.39999999999998
C00200,2025-03-31,143,2025-08-21,58.0,11.0,698.5500000000001,109.0,58.0,11.0,698.5500000000001,109.0,60.0,9.0,494.78000000000003,107.0,110.0,6.0,419.88,57.0,0.5731428571428533,-7.799999999999997,-1.5142857142857138,0.9999999999999998,9.114285714285714,20.24,69.98,20.24,188.36,20.2415,20.2475,20.255,20.27,24.255,28.24,38.1,47.96,81.385,114.81,151.585,169.97250000000003,184.68250000000003,3.0,11.4,3.0,43.0,3.0,3.0,3.0,3.0,3.2,3.6,4.0,4.0,4.0,11.800000000000008,27.400000000000006,35.199999999999996,41.44,3.0,14.833333333333334,3.0,43.0,3.0,3.0,3.0,3.0,3.5,4.0,4.0,4.0,18.0,32.0,37.5,40.25,42.45,0.0,2.5,0.0,5.0,0.05,0.25,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,4.75,4.95,0.0,41.5,0.0,57.0,2.15,10.75,21.5,43.0,44.5,46.0,48.0,50.0,51.5,53.0,55.0,56.0,56.8
C02182,2025-07-22,172,2026-01-10,15.0,1.0,45.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02088,2025-05-21,146,2025-10-14,5.0,9.0,597.98,123.0,51.0,7.0,450.95,77.0,64.0,5.0,282.85,64.0,98.0,4.0,255.06,30.0,10.247999999999989,1.4999999999999993,7.799999999999998,1.0,9.500000000000002,33.07,63.765,33.07,103.02,33.4534,34.987,36.904,40.738,44.572,51.30400000000001,59.485,67.666,76.11,85.08000000000001,94.05000000000001,98.53499999999998,102.12299999999999,5.0,10.0,5.0,14.0,5.12,5.6,6.2,7.4,8.6,9.8,11.0,11.6,12.2,12.8,13.4,13.7,13.94,5.0,16.0,5.0,34.0,5.18,5.9,6.800000000000001,8.600000000000001,10.399999999999999,11.600000000000001,12.5,13.399999999999999,15.999999999999993,22.000000000000007,28.000000000000004,30.999999999999993,33.39999999999999,0.0,1.5,0.0,3.0,0.03,0.15000000000000002,0.30000000000000004,0.6000000000000001,0.8999999999999999,1.2000000000000002,1.5,1.7999999999999998,2.0999999999999996,2.4000000000000004,2.7,2.8499999999999996,2.9699999999999998,0.0,14.25,0.0,30.0,0.32999999999999996,1.6500000000000004,3.3000000000000007,6.600000000000001,9.899999999999999,12.0,13.5,15.0,17.399999999999995,21.600000000000005,25.800000000000004,27.899999999999995,29.58
C02278,2025-07-07,67,2025-09-12,21.0,26.0,1227.67,59.0,30.0,20.0,1008.09,50.0,60.0,7.0,244.29,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01796,2025-04-16,162,2025-09-25,15.0,22.0,1853.98,142.0,33.0,21.0,1786.09,124.0,75.0,11.0,791.03,82.0,91.0,8.0,618.0699999999999,66.0,5.2655952380952336,1.2500000000000002,1.047619047619047,0.9999999999999999,10.559523809523808,21.92,77.25874999999999,21.92,136.98,23.032300000000003,27.481500000000004,33.043000000000006,38.362,42.818,68.21400000000001,79.195,84.136,88.392,116.46800000000002,135.44,136.20999999999998,136.826,1.0,9.428571428571429,2.0,21.0,1.06,1.3,1.6,2.0,2.0,3.6000000000000014,6.0,10.199999999999998,14.599999999999994,19.400000000000006,21.0,21.0,21.0,1.0,9.75,2.0,21.0,1.07,1.35,1.7000000000000002,2.0,2.4000000000000004,5.200000000000001,9.0,12.2,12.899999999999999,17.800000000000004,21.0,21.0,21.0,0.0,3.5,0.0,7.0,0.07,0.35000000000000003,0.7000000000000001,1.4000000000000001,2.1,2.8000000000000003,3.5,4.2,4.8999999999999995,5.6000000000000005,6.3,6.6499999999999995,6.93,0.0,28.625,0.0,66.0,0.14,0.7000000000000001,1.4000000000000001,4.4,9.3,18.400000000000002,22.0,27.200000000000003,41.89999999999999,56.60000000000001,65.3,65.65,65.93
C00378,2025-11-28,168,2026-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02336,2025-09-07,58,2025-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C00418,2025-02-28,133,2025-07-11,104.0,4.0,266.24,69.0,104.0,4.0,266.24,69.0,104.0,4.0,266.24,69.0,104.0,4.0,266.24,69.0,-22.50999999999999,0.9999999999999947,1.0000000000000022,1.0,24.0,24.04,66.56,24.04,98.15,24.7246,27.463,30.886,37.732,44.577999999999996,56.92600000000001,72.025,87.124,97.286,97.574,97.86200000000001,98.006,98.1212,17.0,23.0,17.0,33.0,17.04,17.2,17.4,17.8,18.2,18.6,19.0,21.8,24.599999999999998,27.400000000000002,30.2,31.599999999999998,32.72,17.0,23.0,17.0,33.0,17.04,17.2,17.4,17.8,18.2,18.6,19.0,21.8,24.599999999999998,27.400000000000002,30.2,31.599999999999998,32.72,0.0,1.5,0.0,3.0,0.03,0.15000000000000002,0.30000000000000004,0.6000000000000001,0.8999999999999999,1.2000000000000002,1.5,1.7999999999999998,2.0999999999999996,2.4000000000000004,2.7,2.8499999999999996,2.9699999999999998,0.0,34.0,0.0,69.0,0.51,2.5500000000000003,5.1000000000000005,10.200000000000001,15.299999999999999,23.600000000000005,33.5,43.39999999999999,51.89999999999999,57.60000000000001,63.300000000000004,66.14999999999999,68.42999999999999
